People,Lat,Lon
193,2.967882413,101.715602
194,2.931514804,101.7087037
195,2.94708972,101.6434785
196,3.039878874,101.6499552
197,2.918660463,101.6578561
198,2.852855094,101.721423
199,3.031423263,101.634864
200,2.931551187,101.682398
201,2.939795079,101.7494291
202,2.953652425,101.7028847
203,3.026992802,101.6506095
204,2.929773885,101.6384493
205,2.909057756,101.6733749
206,2.999084921,101.6178696
207,2.930042876,101.656711
208,2.944208252,101.6350231
209,2.936318912,101.6332905
210,2.97280959,101.749442
211,2.906448898,101.605984
212,2.972303305,101.6609653
213,2.887964057,101.6813445
214,3.016600624,101.6488364
215,3.040146679,101.6561817
216,2.853263057,101.7172332
217,2.982497809,101.7000183
218,3.037807612,101.6255803
219,2.864633455,101.7203035
220,2.868027168,101.6721663
221,2.86762724,101.712386
222,2.931149555,101.6797682
223,2.902697088,101.6085445
224,3.018801693,101.7187383
225,3.029531599,101.6774188
226,2.964474163,101.5995575
227,2.918761291,101.6842404
228,2.984004263,101.74768
229,3.018900506,101.596041
230,2.855982151,101.690804
231,2.964734634,101.6461613
232,3.018583467,101.7016385
233,2.870148436,101.7409596
234,2.955091104,101.6918996
235,2.926267551,101.7228885
236,2.91187176,101.7167173
237,2.859298677,101.640118
238,2.881856169,101.7043248
239,2.861955331,101.6209718
240,2.903729422,101.5998931
241,3.000205649,101.6297538
242,2.993714258,101.724735
243,2.999957292,101.5943559
244,2.969056364,101.613797
245,3.01807737,101.6457252
246,2.973496062,101.7117477
247,2.896547512,101.6302553
248,2.950245894,101.7281474
249,3.034422663,101.6744994
250,2.865329582,101.7085056
251,2.919960895,101.6701045
252,2.986154219,101.6915854
253,3.000291387,101.678341
254,3.022255803,101.6463081
255,3.034297615,101.7483367
256,2.852812001,101.645511
257,2.893567657,101.7015204
258,2.861959069,101.7087649
259,2.876703113,101.6313304
260,3.022991486,101.7490962
261,2.871805422,101.6985374
262,3.005454333,101.6981819
263,3.032165398,101.6169176
264,2.891997332,101.6500207
265,2.913476497,101.671679
266,2.868449189,101.6681937
267,2.913496792,101.7414601
268,2.925160623,101.5906561
269,2.978908946,101.7365395
270,2.996976016,101.6324581
271,2.915336283,101.7124433
272,2.985354169,101.7109801
273,2.97567985,101.6096181
274,3.026039048,101.7070505
275,2.957157154,101.7096888
276,2.873535029,101.6744451
277,2.867669386,101.5924901
278,2.903071759,101.7476277
279,2.853301016,101.7207178
280,3.009559414,101.6001754
281,2.978005977,101.6482489
282,3.040607234,101.5918798
283,2.896422963,101.6979917
284,3.022041783,101.7151369
285,3.00891087,101.6060044
286,2.972159609,101.7420479
287,2.879096218,101.5905591
288,3.014996777,101.7154783
289,2.888170157,101.680228
290,3.03153971,101.7478428
291,3.029941007,101.6717711
292,2.98272611,101.6249445
293,2.991668001,101.6757427
294,2.856845527,101.7296838
295,2.87528192,101.7403445
296,3.003108379,101.658185
297,2.897705393,101.7113779
298,2.926946326,101.6880196
299,3.03666181,101.5893616
300,2.970677177,101.7377509
301,2.880798942,101.6054776
302,2.877452487,101.6941554
303,2.978959813,101.6637236
304,3.008962456,101.7131195
305,3.012592479,101.7405272
306,2.951923636,101.6334548
307,2.893573621,101.6053051
308,2.943558574,101.5951896
309,2.887376103,101.664301
310,3.034343755,101.6120146
311,2.865028828,101.7490608
312,2.944110246,101.7049005
313,2.914787234,101.6814018
314,2.979466351,101.6384896
315,3.027828201,101.6239983
316,2.973022756,101.6768233
317,3.020319212,101.7203794
318,3.040063862,101.6526347
319,2.944897112,101.6866308
320,2.974683042,101.7372169
321,3.004263603,101.6034824
322,2.892519149,101.6543547
323,3.015591654,101.6058331
324,2.880167738,101.7272014
325,2.981254372,101.668376
326,3.023871413,101.6394204
327,3.007104096,101.7373465
328,2.996389272,101.663493
329,3.025039755,101.7165756
330,2.886313176,101.633615
331,2.938223129,101.613756
332,2.971742903,101.7495404
333,2.869511241,101.6590486
334,2.973918357,101.6133928
335,2.91830964,101.6771894
336,2.890742574,101.6761545
337,2.99891811,101.7352239
338,2.884879381,101.6061915
339,2.987574883,101.6467079
340,2.966374535,101.6797588
341,3.020196108,101.6617605
342,2.886750404,101.6562651
343,2.996265186,101.7055231
344,3.009615261,101.6478536
345,2.885780902,101.6445113
346,2.985066068,101.617872
347,2.989296797,101.7350539
348,3.029903908,101.6057947
349,2.866478956,101.5954358
350,2.974067956,101.5936051
351,2.937232882,101.6501819
352,2.881628438,101.6432673
353,3.040772103,101.6320585
354,2.974927384,101.6839268
355,3.019528476,101.7354661
356,2.946432283,101.7490245
357,2.98206842,101.6898792
358,2.86630437,101.6496714
359,2.917271063,101.7500148
360,2.897565314,101.5973863
361,2.978435888,101.5999651
362,3.018897605,101.5915314
363,2.970125291,101.7341666
364,2.978259455,101.6461566
365,3.021941694,101.733345
366,2.876847217,101.6085008
367,2.888119349,101.6931036
368,2.915467682,101.59866
369,3.004376218,101.6994445
370,2.911211512,101.7448207
371,2.888779769,101.7379035
372,3.023381223,101.7262093
373,2.936621717,101.7305371
374,2.923374128,101.6713558
375,2.860338588,101.6475444
376,2.901851864,101.6562067
377,2.909535034,101.6012947
378,2.957194375,101.7441271
379,2.859839096,101.7130997
380,3.018383838,101.6677846
381,2.930630004,101.6409473
382,3.03704516,101.7189039
383,2.900798874,101.7368666
384,3.035129749,101.7251019
385,2.857788449,101.605254
386,2.856380198,101.744591
387,3.038556999,101.6758005
388,2.887579305,101.6671597
389,2.949340481,101.6059256
390,2.968310557,101.653292
391,2.853898348,101.7157358
392,2.963871677,101.7470637
393,3.010950481,101.6060092
394,2.970834941,101.6722418
395,3.007983689,101.5934174
396,2.940033881,101.6685197
397,3.014764956,101.6987857
398,2.898205023,101.6389865
399,2.987638663,101.6444598
400,2.953148449,101.6049984
401,2.985383256,101.7425895
402,2.940407636,101.6046693
403,2.996403733,101.6444388
404,2.915328046,101.5948912
405,2.870081393,101.6874463
406,2.875987231,101.7026556
407,2.930914638,101.6229733
408,2.868632535,101.64614
409,3.02345679,101.6545766
410,2.918882855,101.6506536
411,3.024723532,101.6761624
412,3.039532312,101.6176341
413,2.886566021,101.6211526
414,2.878315732,101.6179973
415,2.915111492,101.689898
416,2.861843959,101.6502758
417,2.938994451,101.745111
418,2.963536491,101.6153387
419,2.852655812,101.6965275
420,3.031696411,101.6619642
421,2.96396136,101.7097669
422,2.871426879,101.6253119
423,3.038597297,101.6037548
424,3.009282457,101.7094947
425,2.896184819,101.7442428
426,2.935353512,101.7418835
427,2.884015916,101.5906055
428,2.970029989,101.6219079
429,3.017430424,101.6903747
430,3.029842967,101.7016172
431,2.980437847,101.7042611
432,2.932959337,101.7459578
433,2.991543827,101.7404152
434,2.942067264,101.7471397
435,2.941415154,101.6021937
436,2.99090228,101.6577694
437,2.932019972,101.6195279
438,2.887155013,101.6146389
439,2.938719516,101.7096306
440,2.97659957,101.7282906
441,2.995318908,101.732691
442,2.900297057,101.6449088
443,3.019799389,101.7481889
444,3.022354345,101.7471888
445,3.002102016,101.7122562
446,3.011936227,101.7356535
447,2.991489692,101.6328887
448,3.02130207,101.7057022
449,2.99908324,101.6839961
450,2.853248265,101.732177
451,3.032321306,101.5953876
452,2.948071995,101.7035834
453,2.955545885,101.6066999
454,3.029972767,101.707878
455,2.992559764,101.7083589
456,2.960744512,101.6701748
457,2.911851163,101.6571593
458,2.949115013,101.6745425
459,3.002446797,101.6270762
460,2.9739613,101.7421948
461,2.903108903,101.6270434
462,2.925695799,101.6723885
463,2.858662907,101.6738521
464,2.987486095,101.6167481
465,2.960290696,101.6661696
466,2.866832402,101.7266399
467,2.883768099,101.6275751
468,2.988982254,101.6213045
469,2.932614956,101.6235175
470,2.883530118,101.6935252
471,2.932909094,101.5934723
472,2.867148558,101.7311451
473,3.021855792,101.66091
474,3.013997447,101.6142806
475,2.865304887,101.6023175
476,2.897313183,101.6708251
477,2.939166995,101.5908393
478,2.853241382,101.7464537
479,3.025100567,101.6431389
480,2.890692948,101.6656269
481,2.970157619,101.7046386
482,2.868119957,101.6908338
483,2.898827888,101.6335828
484,2.867769407,101.7105823
485,2.958907878,101.6500222
486,3.033820917,101.7350467
487,3.010363457,101.6555651
488,3.025630583,101.6082919
489,2.912383296,101.6004048
490,2.872718598,101.6891184
491,3.018389941,101.6070461
492,3.005012822,101.7280127
493,2.992410039,101.6784995
494,3.020411663,101.5959947
495,2.89244862,101.5992441
496,2.947599927,101.6359673
497,2.88864608,101.6616828
498,2.859971551,101.6047279
499,2.938380629,101.6899481
500,2.956898956,101.6642136
501,3.024127626,101.704506
502,3.017809041,101.6779553
503,2.885860734,101.6999796
504,2.925174165,101.6639877
505,3.008008653,101.6183339
506,2.996733244,101.7103871
507,2.96542599,101.6921939
508,3.026335933,101.743721
509,2.884333828,101.6753912
510,2.947367065,101.6119668
511,2.903085059,101.6820882
512,2.991222807,101.6243769
513,2.926530764,101.6988241
514,2.902723654,101.6555123
515,2.961907685,101.724779
516,2.87565725,101.6494249
517,2.984931784,101.6380638
518,2.957757826,101.6161137
519,2.938127346,101.7447136
520,2.984901409,101.6473237
521,2.99374464,101.6582273
522,3.001880351,101.7438556
523,2.982574631,101.6148985
524,2.936863357,101.6192538
525,2.949826757,101.725235
526,2.996129901,101.6091867
527,2.934827739,101.7485334
528,2.935770207,101.6640398
529,3.02087283,101.6009575
530,2.971338562,101.6146476
531,3.030366006,101.6822803
532,2.926652904,101.7335967
533,2.882149323,101.7325822
534,2.925245134,101.6251494
535,3.007586133,101.6459404
536,2.986029439,101.7302518
537,2.931825683,101.7014683
538,2.980691812,101.596972
539,3.006279439,101.668629
540,2.905939933,101.7075255
541,2.955174021,101.6049445
542,3.000652774,101.6591312
543,2.898392031,101.7355939
544,2.88050244,101.6463788
545,2.936421509,101.5980095
546,2.875644235,101.6404529
547,3.005056588,101.604307
548,2.994990346,101.632619
549,2.867248407,101.6689747
550,2.85446984,101.6317944
551,3.018487568,101.7517093
552,2.857997498,101.6821464
553,2.950562171,101.6490343
554,3.016679228,101.7494842
555,2.853725227,101.6254565
556,2.962390072,101.6776964
557,2.974258762,101.63114
558,2.944636145,101.6395354
559,2.906365606,101.5984627
560,2.929689976,101.7119274
561,3.000318536,101.7055164
562,2.909719305,101.7466325
563,3.03480803,101.7195245
564,2.994093798,101.6326917
565,2.998546727,101.7088073
566,2.924584584,101.6006695
567,2.991420469,101.7452768
568,2.89868802,101.6680806
569,2.874254079,101.6946783
570,2.905850879,101.6675716
571,2.948515221,101.654799
572,2.982202331,101.6378381
573,2.854602217,101.6473434
574,2.988047046,101.5941807
575,3.026781665,101.6097829
576,2.887516599,101.638754
577,2.935045154,101.6928792
578,3.024784251,101.7015115
579,3.002175217,101.6735819
580,2.946188,101.6777643
581,2.932157175,101.6060433
582,2.985209041,101.6086912
583,2.859460254,101.705841
584,2.86231868,101.5980102
585,2.92603289,101.699706
586,2.937281434,101.7362413
587,2.861426292,101.7011526
588,2.927666827,101.6774176
589,2.885752484,101.610338
590,3.006195156,101.608154
591,2.989605204,101.7165581
592,3.028286433,101.6282315
593,2.955071254,101.7194792
594,3.003409553,101.6625409
595,2.993077433,101.6111051
596,2.906555496,101.6535824
597,2.94185324,101.5947196
598,2.932346309,101.6199519
599,2.884702982,101.6278694
600,3.001950365,101.5897536
601,2.927552735,101.680835
602,2.952073515,101.6110617
603,3.008046844,101.6553427
604,2.870881161,101.7363061
605,2.905034801,101.6038403
606,2.864510241,101.5922264
607,3.017696872,101.7003313
608,2.887177055,101.6169048
609,2.86390465,101.7245803
610,2.984025448,101.7156334
611,2.92762069,101.6199967
612,2.937276745,101.6923288
613,2.94609995,101.6638859
614,2.910204431,101.716947
615,3.026924185,101.7048685
616,3.019404067,101.6779398
617,2.951346807,101.7350906
618,2.936084723,101.6880865
619,2.986816502,101.7446261
620,2.880473802,101.6704399
621,2.986308729,101.7247992
622,2.86562242,101.7441221
623,3.0162684,101.6163567
624,3.039625615,101.6024607
625,2.895919003,101.5996587
626,2.857417964,101.6812438
627,2.854469317,101.7459858
628,2.891747291,101.5909778
629,2.902391899,101.7180274
630,2.917343214,101.697346
631,2.994014443,101.598544
632,3.025417375,101.7397475
633,3.001469942,101.6362054
634,3.015715381,101.7009766
635,2.885784187,101.7019023
636,2.904750723,101.6866141
637,2.993541675,101.6083235
638,2.903377528,101.6865413
639,2.979645954,101.6172389
640,2.891060061,101.6250331
641,2.944341801,101.6018518
642,3.018133286,101.6408375
643,2.950414799,101.7029763
644,3.009162977,101.6743285
645,2.860386816,101.7181742
646,2.950184493,101.6753658
647,2.86119631,101.6081796
648,2.959502553,101.6750767
649,2.953267721,101.6615218
650,3.036308721,101.6430587
651,2.966868418,101.6966781
652,2.9026533,101.6976111
653,2.905096234,101.6269477
654,2.888339142,101.6255436
655,3.023272565,101.637213
656,3.001137618,101.7159581
657,2.943019804,101.7126703
658,2.94576165,101.6683251
659,3.0082676,101.6209783
660,2.911052328,101.7335546
661,2.90015731,101.646521
662,2.955574779,101.7294133
663,3.034000022,101.6534893
664,2.976690182,101.6041565
665,3.021742947,101.6220226
666,2.976487341,101.5955528
667,3.040756532,101.7137627
668,3.020222967,101.6515894
669,2.991468654,101.7417283
670,2.875468334,101.6464501
671,2.881552394,101.6084883
672,2.873916767,101.6776021
673,2.955877303,101.6823674
674,3.02646551,101.6475616
675,3.024935684,101.7312633
676,3.016527232,101.6113968
677,3.026692427,101.6132898
678,2.884744574,101.7292141
679,2.940098468,101.6574139
680,2.93867542,101.7226498
681,2.948150413,101.6373475
682,2.856888231,101.6273905
683,2.977591359,101.6326473
684,3.009491428,101.7388096
685,2.984044596,101.6114736
686,2.855979417,101.6026684
687,2.95990173,101.6255422
688,2.860812812,101.6093548
689,2.880416945,101.7462581
690,2.993763697,101.6595776
691,2.853550995,101.6355196
692,2.897370935,101.6327574
693,2.856269279,101.6684526
694,2.982003419,101.6366413
695,2.862527391,101.6589825
696,2.980930194,101.744224
697,3.01788455,101.6800901
698,2.949318614,101.6537103
699,2.884631397,101.7379681
700,2.923205594,101.7199354
701,2.921358585,101.7313808
702,2.988324711,101.7140449
703,3.036744352,101.6372913
704,2.853280587,101.6874979
705,3.015968613,101.7023247
706,3.021007528,101.6700927
707,2.983718486,101.5927597
708,2.969786002,101.688269
709,2.880317805,101.6183261
710,2.892124312,101.743381
711,2.916308878,101.6048812
712,2.883922616,101.7415127
713,2.973274763,101.6360093
714,2.932162234,101.6095011
715,2.880020682,101.6189021
716,2.980985585,101.6744705
717,2.91432622,101.6056059
718,2.86935438,101.702413
719,2.875442044,101.7077946
720,3.026890712,101.6225024
721,3.022959227,101.744212
722,2.958462215,101.6327814
723,2.922591803,101.6529955
724,2.966790154,101.6136594
725,2.939150439,101.6383094
726,3.007353861,101.6329934
727,2.852274249,101.6669335
728,2.878881901,101.6944967
729,2.890827059,101.6254283
730,2.995856873,101.6342538
731,2.932800723,101.6255452
732,3.02527588,101.7097844
733,2.973445084,101.6793195
734,2.906802669,101.7401502
735,2.973062739,101.6547606
736,2.8595218,101.7185104
737,2.961713586,101.6038686
738,2.926879059,101.613899
739,2.90110391,101.6460403
740,2.97740968,101.6763167
741,2.877982934,101.7077697
742,2.947281007,101.6004635
743,2.984554687,101.6283559
744,2.896762281,101.6040215
745,3.018703671,101.7128476
746,2.96642672,101.6726944
747,2.887972388,101.6992636
748,2.99980204,101.6601598
749,2.954967415,101.7492627
750,3.029812498,101.6093886
751,3.025691783,101.674156
752,2.858892363,101.619086
753,2.947858454,101.6649843
754,2.945139425,101.7267338
755,3.028220123,101.654366
756,2.886803963,101.6774592
757,2.925695275,101.5960995
758,2.901006061,101.7415926
759,2.875447082,101.72118
760,2.983133778,101.6478248
761,2.896670372,101.6253731
762,2.922926581,101.6905496
763,2.904031344,101.5936115
764,2.971795746,101.7084883
765,2.986345483,101.6316056
766,2.860085376,101.6289742
767,2.851179292,101.7367324
768,2.877604646,101.6173116
769,2.943865599,101.6687601
770,2.921391524,101.7008928
771,2.890441162,101.7150239
772,2.883095219,101.6775089
773,3.0368564,101.7178841
774,3.025609264,101.7463884
775,2.980304674,101.64458
776,2.901308871,101.7028525
777,2.923271025,101.6867483
778,2.951524868,101.7033262
779,2.97814203,101.6191203
780,2.976672886,101.6045659
781,2.936075326,101.6201496
782,3.004681359,101.6945095
783,3.009464404,101.6189833
784,2.988427064,101.6007113
785,2.899704837,101.6000647
786,2.955245688,101.636791
787,2.909806435,101.7429121
788,3.036131867,101.6026192
789,3.018256961,101.6128941
790,2.909469026,101.6713236
791,2.919664092,101.6891162
792,2.859041885,101.6568882
793,2.970082061,101.6930626
794,2.929894364,101.7310446
795,2.878452109,101.6142111
796,3.008084683,101.6750893
797,3.030521631,101.6426266
798,2.934612758,101.693368
799,2.961733828,101.6900872
800,2.972804599,101.674655
801,2.944286601,101.7060913
802,3.000333789,101.7243483
803,2.926512372,101.7055074
804,2.93092423,101.7293472
805,2.908266724,101.6751808
806,2.863753221,101.662308
807,2.966513336,101.746395
808,2.855694693,101.687056
809,2.974430459,101.5924385
810,2.857150984,101.6980336
811,2.911583492,101.7423751
812,3.003235578,101.6041311
813,2.871063969,101.6146886
814,2.908241029,101.7038732
815,2.931546345,101.5933973
816,3.022431585,101.5892216
817,2.851182641,101.7100096
818,2.860813619,101.7422502
819,2.942550396,101.6628585
820,2.938292586,101.7119396
821,2.85320223,101.7006936
822,3.02431651,101.6188019
823,2.919379746,101.6510895
824,2.923280999,101.6314857
825,2.949839578,101.7295674
826,2.907045528,101.6992805
827,2.938081046,101.7160313
828,2.852262827,101.7373922
829,2.968164298,101.6069728
830,2.968740265,101.7220655
831,2.986537354,101.6374169
832,2.928720554,101.6668809
833,2.912114598,101.7400024
834,3.000677657,101.6424498
835,3.022067676,101.6893917
836,2.935370956,101.6038037
837,2.962998975,101.6152057
838,2.981304678,101.747019
839,3.003331126,101.7076765
840,3.000108456,101.5934425
841,2.968093065,101.6855933
842,2.940643908,101.6847084
843,2.895987608,101.7280693
844,2.895759018,101.6702218
845,2.933974596,101.7352303
846,2.974729368,101.60364
847,3.007236411,101.6221361
848,2.885966655,101.7315024
849,2.961812831,101.6329539
850,2.902867885,101.7352271
851,2.914932228,101.6402334
852,3.002767131,101.6946339
853,3.040805446,101.7318726
854,3.010637112,101.7209722
855,3.026481793,101.6114041
856,3.023702744,101.6655608
857,2.924146948,101.6464183
858,2.858074925,101.701297
859,2.957625354,101.6574885
860,2.955622045,101.7297488
861,2.948473664,101.7227641
862,2.877938818,101.6887227
863,3.002391911,101.7217357
864,2.933381817,101.6779826
865,2.904704115,101.6501738
866,2.897481605,101.6451438
867,3.039907657,101.7096588
868,2.938299271,101.6638159
869,2.924729053,101.6489626
870,3.02329715,101.6217628
871,2.940784086,101.6018506
872,2.967884752,101.6197853
873,2.915915089,101.6578644
874,2.900569264,101.6028346
875,2.958755237,101.7414967
876,2.935745523,101.7050742
877,2.906034618,101.6271235
878,2.966608932,101.7215633
879,2.974518511,101.66715
880,2.92701744,101.633722
881,2.914898672,101.6242502
882,2.889677316,101.7158876
883,2.997131161,101.5993113
884,3.007354569,101.5934321
885,2.944976928,101.5991272
886,3.027860705,101.6039395
887,2.94524843,101.652643
888,2.934001145,101.6964626
889,2.855382438,101.5971108
890,3.013146576,101.6379353
891,2.936373379,101.5973036
892,2.87392983,101.6077533
893,2.902362778,101.5914532
894,2.880655236,101.712549
895,2.886671587,101.6469747
896,2.971650899,101.7475601
897,2.916115917,101.6928813
898,2.946485944,101.6479998
899,2.961601361,101.6777618
900,3.011577385,101.6624869
901,2.949348126,101.6662286
902,2.892864837,101.6137988
903,2.891463699,101.6529511
904,3.040828162,101.7221392
905,2.917384759,101.6717916
906,2.929257713,101.6381823
907,2.858740068,101.6310938
908,2.912973326,101.6002206
909,3.033013621,101.659044
910,3.004048374,101.7319421
911,2.865392657,101.6227251
912,2.852890734,101.7060851
913,2.919092669,101.6387384
914,2.886256254,101.6178184
915,2.905931499,101.7303174
916,2.965344683,101.6104664
917,2.883403853,101.6875388
918,2.926210722,101.6875349
919,2.893176861,101.6934458
920,2.885725852,101.6275087
921,3.025488723,101.6330631
922,2.962402211,101.7401198
923,2.972474113,101.7191835
924,3.006954471,101.6301775
925,2.941248761,101.7076386
926,2.976265703,101.7095181
927,2.851677759,101.6387505
928,2.967586374,101.7086052
929,2.980964362,101.66232
930,2.871033798,101.7457155
931,2.978757525,101.6906105
932,2.920526803,101.6806083
933,3.033249218,101.6533337
934,2.965049095,101.6960317
935,2.911044795,101.7250308
936,2.867175165,101.744058
937,2.984635235,101.7264163
938,3.026762468,101.7219911
939,2.900746744,101.6728116
940,2.965040068,101.6678896
941,3.040464145,101.6572346
942,2.861819547,101.6172621
943,2.970802255,101.6485548
944,3.004603002,101.6650078
945,2.956770965,101.7298602
946,2.909165914,101.6176419
947,2.891072791,101.6300846
948,2.91170287,101.7435645
949,2.886715052,101.597468
950,3.022136969,101.6545377
951,2.946361863,101.7188667
952,3.027632111,101.5988317
953,3.001867599,101.7045997
954,3.011296909,101.6741098
955,2.97307394,101.5977214
956,2.928300237,101.668735
957,2.992699577,101.6813679
958,2.953526315,101.7288508
959,2.889018947,101.6000493
960,2.973559657,101.7202557
961,2.860530608,101.7472014
962,2.944768035,101.732517
963,2.892590475,101.6317624
964,2.855537203,101.616532
965,2.915177263,101.709833
966,2.9138286,101.71357
967,2.962298473,101.6250115
968,2.987241325,101.613166
969,2.976001247,101.7320753
970,3.013927948,101.7138737
971,2.984486843,101.6730837
972,2.888313914,101.6315703
973,2.987972454,101.708152
974,2.939878529,101.6350818
975,2.927866291,101.7145884
976,2.963147138,101.7482098
977,3.028632422,101.65848
978,2.994672913,101.6014288
979,2.858240042,101.5976414
980,2.928951695,101.6765556
981,2.983495844,101.7370121
982,2.881589383,101.7099359
983,2.92317166,101.616761
984,3.026550844,101.598891
985,2.860622957,101.7273925
986,2.939097966,101.687315
987,3.00929103,101.6288586
988,3.020410505,101.7299153
989,2.855597844,101.6568637
990,2.978088341,101.7401848
991,2.859146832,101.6897142
992,2.877465559,101.6968338
993,2.985543924,101.7068842
994,2.906306498,101.7083598
995,2.963628686,101.6187785
996,2.924215262,101.7117155
997,2.95661243,101.7014865
998,2.926955418,101.6413324
999,3.007236303,101.6872889
1000,2.885992494,101.6059727
1001,2.9499994,101.7008528
1002,2.965749974,101.6895423
1003,2.87151369,101.6142625
1004,2.915098205,101.6739933
1005,2.962047779,101.5990625
